File;Status;Steps;Status with cuts;Steps with cuts
./bench2/no/multExpr02.c ; fail ; 6082 ; error ; 2147
./bench2/no/multExprBraces01.c ; fail ; 9653 ; error ; 6531
./bench2/no/multSemicolon01.c ; fail ; 8490 ; error ; 5106
./bench2/no/multStat01.c ; fail ; 7247 ; error ; 4101
./bench2/no/semicolon01.c ; fail ; 7536 ; error ; 2184
./bench2/no/semicolon02.c ; fail ; 8610 ; error ; 5469
./bench2/no/semicolon03.c ; fail ; 11156 ; error ; 8022
./bench2/no/semicolon04.c ; fail ; 6453 ; error ; 3329
./bench2/no/semicolon05.c ; fail ; 14300 ; error ; 11099
./bench2/no/sizeof01.c ; fail ; 13537 ; error ; 5055
./bench2/no/sqBrack01.c ; fail ; 7599 ; error ; 4477
./bench2/no/stat01.c ; fail ; 9801 ; error ; 4686
./bench2/no/stat02.c ; fail ; 11412 ; error ; 5776
./bench2/no/stat03.c ; fail ; 16164 ; error ; 7864
./bench2/no/statCase01.c ; fail ; 11296 ; error ; 7506
./bench2/no/statDefault01.c ; fail ; 11209 ; error ; 7088
./bench2/no/while01.c ; fail ; 10206 ; error ; 7062
./bench2/no/zeroDecl01.c ; fail ; 3871 ; error ; 1131
